en,kin,phrase,categ,verified,prefs,prefpl,sanotek,sanopl,cumbi,modif,kinSing,kinPl,enSing,enPl,simplP,pastP,syn,context,situation,author,revised,updated
sign language,irenga :: amarenga,0,noun,1,i,a,ri,ma,renga,,irenga,amarenga,sign language,sings language,,,,,,241,0,1000000
to take photograph (photo),gufotora,0,general,1,,,gu,,fotora,#NAME?,,,,,,,,,,6000,0,1000000
to be photographed,gufotorwa,0,general,1,,,gu,,fotorwa,#NAME?,,,,,,,,,,6000,0,1000000
"to err, make a mistake",gufudika,0,general,1,,,gu,,fudika,#NAME?,,,,,,,,,,6000,0,1000000
to be narrow,gufungana,0,general,1,,,gu,,fungana,#NAME?,,,,,,,,,,6000,0,1000000
"to be open, unlocked",gufunguka,0,general,1,,,gu,,funguka,#NAME?,,,,,,,,,,6000,0,1000000
to be opened,gufungurwa,0,general,1,,,gu,,fungurwa,#NAME?,,,,,,,,,,6000,0,1000000
"to be closed, shut, imprisoned",gufungwa,0,general,1,,,gu,,fungwa,#NAME?,,,,,,,,,,6000,0,1000000
"to knead (bread), kick in the ",gufunyanga,0,general,1,,,gu,,funyanga,#NAME?,,,,,,,,,,6000,0,1000000
to wash clothes,gufura,0,general,1,,,gu,,fura,#NAME?,,,,,,,,,,6000,0,1000000
"to give, deploy, put forth",kugaba,0,general,1,,,ku,,gaba,#NAME?,,,,,,,,,,6000,0,1000000
"to be diminished, reduced, dec",kugabanuka,0,general,1,,,ku,,gabanuka,#NAME?,,,,,,,,,,6000,0,1000000
"to divide, allot, reduce",kugabanya,0,general,1,,,ku,,gabanya,#NAME?,,,,,,,,,,6000,0,1000000
"to be divided, allotted, reduc",kugabanyika,0,general,1,,,ku,,gabanyika,#NAME?,,,,,,,,,,6000,0,1000000
to turn someone over to police,kugabiza,0,general,1,,,ku,,gabiza,#NAME?,,,,,,,,,,6000,0,1000000
"to feed, give food",kugaburira,0,general,1,,,ku,,gaburira,#NAME?,,,,,,,,,,6000,0,1000000
"to be fed, given food",kugaburirwa,0,general,1,,,ku,,gaburirwa,#NAME?,,,,,,,,,,6000,0,1000000
"to spoil, be spoiled (food)",kugaga,0,general,1,,,ku,,gaga,#NAME?,,,,,,,,,,6000,0,1000000
"to become stiff, stiffen",kugagara,0,general,1,,,ku,,gagara,#NAME?,,,,,,,,,,6000,0,1000000
"to make stiff, stiffen",kugagaza,0,general,1,,,ku,,gagaza,#NAME?,,,,,,,,,,6000,0,1000000
to talk,kugamba,0,general,1,,,ku,,gamba,#NAME?,,,,,,,,,,6000,0,1000000
to betray,kugambana,0,general,1,,,ku,,gambana,#NAME?,,,,,,,,,,6000,0,1000000
"to decide, determine, plan, pl",kugambirira,0,general,1,,,ku,,gambirira,#NAME?,,,,,,,,,,6000,0,1000000
"to go forward, advance, procee",kugana,0,general,1,,,ku,,gana,#NAME?,,,,,,,,,,6000,0,1000000
"to chat, converse, discuss",kuganira,0,general,1,,,ku,,ganira,#NAME?,,,,,,,,,,6000,0,1000000
"to moan, groan, wail, grieve, ",kuganya,0,general,1,,,ku,,ganya,#NAME?,,,,,,,,,,6000,0,1000000
to complain,kuganyira,0,general,1,,,ku,,ganyira,#NAME?,,,,,,,,,,6000,0,1000000
"to conquer, utterly defeat, ro",kuganza,0,general,1,,,ku,,ganza,#NAME?,,,,,,,,,,6000,0,1000000
"to be conquered, utterly defea",kuganzwa,0,general,1,,,ku,,ganzwa,#NAME?,,,,,,,,,,6000,0,1000000
"to make visible, clear, obviou",kugaragaza,0,general,1,,,ku,,garagaza,#NAME?,,,,,,,,,,6000,0,1000000
"to be made visible, clear, obv",kugaragazwa,0,general,1,,,ku,,garagazwa,#NAME?,,,,,,,,,,6000,0,1000000
to lie on one's back,kugarama,0,general,1,,,ku,,garama,#NAME?,,,,,,,,,,6000,0,1000000
to return here,kugaruka,0,general,1,,,ku,,garuka,#NAME?,,,,,,,,,,6000,0,1000000
"to row, paddle",kugashya,0,general,1,,,ku,,gashya,#NAME?,,,,,,,,,,6000,0,1000000
"to be ungrateful, unappreciati",kugaya,0,general,1,,,ku,,gaya,#NAME?,,,,,,,,,,6000,0,1000000
to bring food,kugemura,0,general,1,,,ku,,gemura,#NAME?,,,,,,,,,,6000,0,1000000
to bring food to someone,kugemurira,0,general,1,,,ku,,gemurira,#NAME?,,,,,,,,,,6000,0,1000000
"to plan for, decide, assign",kugena,0,general,1,,,ku,,gena,#NAME?,,,,,,,,,,6000,0,1000000
to walk about,kugendagenda,0,general,1,,,ku,,gendagenda,#NAME?,,,,,,,,,,6000,0,1000000
"to go together, accompany, esc",kugendana,0,general,1,,,ku,,gendana,#NAME?,,,,,,,,,,6000,0,1000000
allocate,kugenera,0,general,1,,,ku,,genera,geneye,,,,,allocated,allocated,,,,6000,0,1000000
"to legislate, govern",kugenga,0,general,1,,,ku,,genga,#NAME?,,,,,,,,,,6000,0,1000000
"to become wide, widespread",kugengarara,0,general,1,,,ku,,gengarara,#NAME?,,,,,,,,,,6000,0,1000000
"to demonstrate, show how, do",kugenza,0,general,1,,,ku,,genza,#NAME?,,,,,,,,,,6000,0,1000000
to do something in specific wa,kugenzereza,0,general,1,,,ku,,genzereza,#NAME?,,,,,,,,,,6000,0,1000000
to investigate,kugenzura,0,general,1,,,ku,,genzura,#NAME?,,,,,,,,,,6000,0,1000000
"to reach, arrive, measure",kugera,0,general,1,,,ku,,gera,#NAME?,,,,,,,,,,6000,0,1000000
to place on top of something e,kugereka,0,general,1,,,ku,,gereka,#NAME?,,,,,,,,,,6000,0,1000000
"to be stacked on each other, b",kugerekerana,0,general,1,,,ku,,gerekerana,#NAME?,,,,,,,,,,6000,0,1000000
"to compare, estimate",kugereranya,0,general,1,,,ku,,gereranya,#NAME?,,,,,,,,,,6000,0,1000000
to be reached,kugerwa,0,general,1,,,ku,,gerwa,#NAME?,,,,,,,,,,6000,0,1000000
"to harvest millet, wheat or so",kugesa,0,general,1,,,ku,,gesa,#NAME?,,,,,,,,,,6000,0,1000000
"to end with, reach, until",kugeza,0,general,1,,,ku,,geza,#NAME?,,,,,,,,,,6000,0,1000000
to be in puberty (boy),kugimba,0,general,1,,,ku,,gimba,#NAME?,,,,,,,,,,6000,0,1000000
"to stutter, stammer, hesitate",kugingimira,0,general,1,,,ku,,gingimira,#NAME?,,,,,,,,,,6000,0,1000000
"to hesitate, be fearful",kugingimiranya,0,general,1,,,ku,,gingimiranya,#NAME?,,,,,,,,,,6000,0,1000000
"to be made of, composed of",kugirwa,0,general,1,,,ku,,girwa,#NAME?,,,,,,,,,,6000,0,1000000
to move to find pasture,kugisha,0,general,1,,,ku,,gisha,#NAME?,,,,,,,,,,6000,0,1000000
ask for advice,kugisha inama,0,verb,1,,,ku,,gisha inama,gishije inama,,,,,consulted,consulted,consult,,,6000,0,1000000
be asked for advice,kugishwa inama,0,verb,1,,,ku,,gishwa inama,gishijwe,,,,,was asked for advice,been asked for advice,,,,6000,0,1000000
to unexpectedly help or aid,kugoboka,0,general,1,,,ku,,goboka,#NAME?,,,,,,,,,,6000,0,1000000
"to rebel, disobey",kugoma,0,general,1,,,ku,,goma,#NAME?,,,,,,,,,,6000,0,1000000
"to have to, need to, must, sho",kugomba,0,general,1,,,ku,,gomba,#NAME?,,,,,,,,,,6000,0,1000000
"to be difficult, troublesome",kugora,0,general,1,,,ku,,gora,#NAME?,,,,,,,,,,6000,0,1000000
to bend,kugorama,0,general,1,,,ku,,gorama,#NAME?,,,,,,,,,,6000,0,1000000
to become evening or later in ,kugoroba,0,general,1,,,ku,,goroba,#NAME?,,,,,,,,,,6000,0,1000000
"to make straight, straighten, ",kugorora,0,general,1,,,ku,,gorora,#NAME?,,,,,,,,,,6000,0,1000000
"to reward, recompense (as king",kugororera,0,general,1,,,ku,,gororera,#NAME?,,,,,,,,,,6000,0,1000000
"to become straight, be flexibl",kugororoka,0,general,1,,,ku,,gororoka,#NAME?,,,,,,,,,,6000,0,1000000
"to be unfortunate, unlucky",kugorwa,0,general,1,,,ku,,gorwa,#NAME?,,,,,,,,,,6000,0,1000000
"to encircle, surround",kugota,0,general,1,,,ku,,gota,#NAME?,,,,,,,,,,6000,0,1000000
to feel physically,kugubwa,0,general,1,,,ku,,gubwa,#NAME?,,,,,,,,,,6000,0,1000000
"to stay, remain",kuguma,0,general,1,,,ku,,guma,#NAME?,,,,,,,,,,6000,0,1000000
"to stay with, remain with",kugumana,0,general,1,,,ku,,gumana,#NAME?,,,,,,,,,,6000,0,1000000
"to buy, purchase",kugura,0,general,1,,,ku,,gura,#NAME?,,,,,,,,,,6000,0,1000000
"to exchange, swap",kugurana,0,general,1,,,ku,,gurana,#NAME?,,,,,,,,,,6000,0,1000000
"to buy for, buy from",kugurira,0,general,1,,,ku,,gurira,#NAME?,,,,,,,,,,6000,0,1000000
to sell,kugurisha,0,general,1,,,ku,,gurisha,#NAME?,,,,,,,,,,6000,0,1000000
to be sold,kugurishwa,0,general,1,,,ku,,gurishwa,#NAME?,,,,,,,,,,6000,0,1000000
to lend money to someone,kuguriza,0,general,1,,,ku,,guriza,#NAME?,,,,,,,,,,6000,0,1000000
to fly,kuguruka,0,general,1,,,ku,,guruka,#NAME?,,,,,,,,,,6000,0,1000000
be bought,kugurwa,0,verb,1,,,ku,,gurwa,guzwe,,,,,was bought,been bought,,,,6000,0,1000000
"to cause to fall, take down",kugusha,0,general,1,,,ku,,gusha,#NAME?,,,,,,,,,,6000,0,1000000
"to borrow, lend",kuguza,0,general,1,,,ku,,guza,#NAME?,,,,,,,,,,6000,0,1000000
to be overcome by tiredness,kugwa agacuho,0,general,1,,,ku,,gwa agacuho,#NAME?,,,,,,,,,,6000,0,1000000
to happen suddenly or unexpect,kugwa gitumo,0,general,1,,,ku,,gwa gitumo,#NAME?,,,,,,,,,,6000,0,1000000
"to faint, be tired, hungry and",kugwa isari,0,general,1,,,ku,,gwa isari,#NAME?,,,,,,,,,,6000,0,1000000
"to overeat, eat too much",kugwa ivutu,0,general,1,,,ku,,gwa ivutu,#NAME?,,,,,,,,,,6000,0,1000000
to be well behaved,kugwa neza,0,general,1,,,ku,,gwa neza,#NAME?,,,,,,,,,,6000,0,1000000
be accumulated,kugwira,0,verb,1,,,ku,,gwira,gwiriye,,,,,was accumulated,been accumulated,multiply,,,6000,0,1000000
accumulate,kugwiza,0,general,1,,,ku,,gwiza,gwije,,,,,accumulated,accumulated,multiply,,,6000,0,1000000
"to be lost, wander about with ",guhaba,0,general,1,,,gu,,haba,#NAME?,,,,,,,,,,6000,0,1000000
to find the way after being lo,guhabuka,0,general,1,,,gu,,habuka,#NAME?,,,,,,,,,,6000,0,1000000
"to be given, receive",guhabwa,0,general,1,,,gu,,habwa,#NAME?,,,,,,,,,,6000,0,1000000
"to be full, satisfied",guhaga,0,general,1,,,gu,,haga,#NAME?,,,,,,,,,,6000,0,1000000
"to represent, stand in for, ta",guhagararira,0,general,1,,,gu,,hagararira,#NAME?,,,,,,,,,,6000,0,1000000
to cause to stop or stand,guhagarika,0,general,1,,,gu,,hagarika,#NAME?,,,,,,,,,,6000,0,1000000
"to stand up, arise",guhaguruka,0,general,1,,,gu,,haguruka,#NAME?,,,,,,,,,,6000,0,1000000
to cause one to stand,guhagurutsa,0,general,1,,,gu,,hagurutsa,#NAME?,,,,,,,,,,6000,0,1000000
"to exchange, trade something (",guhaha,0,general,1,,,gu,,haha,#NAME?,,,,,,,,,,6000,0,1000000
to be traumatised,guhahamuka,0,general,1,,,gu,,hahamuka,#NAME?,,,,,,,,,,6000,0,1000000
"to deny, refuse, reject",guhakana,0,general,1,,,gu,,hakana,#NAME?,,,,,,,,,,6000,0,1000000
"to remain, stay",guhama,0,general,1,,,gu,,hama,#NAME?,,,,,,,,,,6000,0,1000000
to bury someone,guhamba,0,general,1,,,gu,,hamba,#NAME?,,,,,,,,,,6000,0,1000000
"to bury each other, take care ",guhambana,0,general,1,,,gu,,hambana,#NAME?,,,,,,,,,,6000,0,1000000
"to tie up, bind, wrap",guhambira,0,general,1,,,gu,,hambira,#NAME?,,,,,,,,,,6000,0,1000000
"to become untied, loose",guhambuka,0,general,1,,,gu,,hambuka,#NAME?,,,,,,,,,,6000,0,1000000
"to untie, unwrap",guhambura,0,general,1,,,gu,,hambura,#NAME?,,,,,,,,,,6000,0,1000000
be buried,guhambwa,0,verb,1,,,gu,,hambwa,hambwe,,,,,was buried,been buried,,,,6000,0,1000000
to testify to,guhamiriza,0,general,1,,,gu,,hamiriza,#NAME?,,,,,,,,,,6000,0,1000000
to be cowardly,guhamuka,0,general,1,,,gu,,hamuka,#NAME?,,,,,,,,,,6000,0,1000000
"to witness, testify, affirm, a",guhamya,0,general,1,,,gu,,hamya,#NAME?,,,,,,,,,,6000,0,1000000
"to correct, reprimand",guhana,0,general,1,,,gu,,hana,#NAME?,,,,,,,,,,6000,0,1000000
"to rub, polish, wipe, dust",guhanagura,0,general,1,,,gu,,hanagura,#NAME?,,,,,,,,,,6000,0,1000000
to perform a piece of music,guhanga,0,general,1,,,gu,,hanga,#NAME?,,,,,,,,,,6000,0,1000000
oppose,kurwanya,0,verb,1,,,ku,,rwanya,rwanyije,,,,,opposed,opposed,,,,6000,1,1000000
confront,guhangara,0,verb,1,,,gu,,hangara,hangaye,,,,,confronted,confronted,,,,6000,1,1000000
tackle,gucinya hasi,0,verb,1,,,gu,,cinya hasi,cinye hasi,,,,,tackled,tackled,,,,6000,1,1000000
be abased,guhanguka,0,verb,1,,,gu,,hanguka,hangutse,,,,,was abased,been abased,,,,6000,1,1000000
abase,gucisha bugufi,0,verb,1,,,gu,,cisha bugufi,cishije bugufi,,,,,abased,abased,,,,6000,1,1000000
elevate,guhanika,0,verb,1,,,gu,,hanika,hanitse,,,,,elevated,elevated,promote,,,6000,1,1000000
to fall from above,guhanuka,0,general,1,,,gu,,hanuka,#NAME?,,,,,,,,,,6000,0,1000000
to pull down,guhanura,0,general,1,,,gu,,hanura,#NAME?,,,,,,,,,,6000,0,1000000
to seek prophesy,guhanuza,0,general,1,,,gu,,hanuza,#NAME?,,,,,,,,,,6000,0,1000000
"to be corrected, reprimanded",guhanwa,0,general,1,,,gu,,hanwa,#NAME?,,,,,,,,,,6000,0,1000000
"to give up, let something go",guhara,0,general,1,,,gu,,hara,#NAME?,,,,,,,,,,6000,0,1000000
to strive for,guharanira,0,general,1,,,gu,,haranira,#NAME?,,,,,,,,,,6000,0,1000000
"to scrape, scratch, dig just t",guharura,0,general,1,,,gu,,harura,#NAME?,,,,,,,,,,6000,0,1000000
to peel with knife,guhata,0,general,1,,,gu,,hata,#NAME?,,,,,,,,,,6000,0,1000000
to be peeled with knife,guhatwa,0,general,1,,,gu,,hatwa,#NAME?,,,,,,,,,,6000,0,1000000
"to satisfy, be sufficient, eno",guhaza,0,general,1,,,gu,,haza,#NAME?,,,,,,,,,,6000,0,1000000
to be lost forever,guheba,0,general,1,,,gu,,heba,#NAME?,,,,,,,,,,6000,0,1000000
"to exceed, be superior",guhebuza,0,general,1,,,gu,,hebuza,#NAME?,,,,,,,,,,6000,0,1000000
to lust,guheheta,0,general,1,,,gu,,heheta,#NAME?,,,,,,,,,,6000,0,1000000
"to carry, transport",guheka,0,general,1,,,gu,,heka,#NAME?,,,,,,,,,,6000,0,1000000
to chew,guhekenya,0,general,1,,,gu,,hekenya,#NAME?,,,,,,,,,,6000,0,1000000
be chewed,guhekenywa,0,verb,1,,,gu,,hekenywa,hekenywe,,,,,was chewed,been chewed,,,,6000,0,1000000
be carried on someone's back,guhekwa,0,verb,1,,,gu,,hekwa,hetswe,,,,,was carried,been carried,,,,6000,0,1000000
"to pay for something done, rew",guhemba,0,general,1,,,gu,,hemba,#NAME?,,,,,,,,,,6000,0,1000000
"to pay at, reward at",guhembera,0,general,1,,,gu,,hembera,#NAME?,,,,,,,,,,6000,0,1000000
be rewarded for,guhemberwa,0,verb,1,,,gu,,hemberwa,hembewe,,,,,was rewarded for,been rewarded for,,,,6000,1,1000000
be rewarded,guhembwa,0,verb,1,,,gu,,hembwa,hembwe,,,,,was rewarded,been rewarded,,,,6000,1,1000000
"to be unfaithful, fail someone",guhemuka,0,general,1,,,gu,,hemuka,#NAME?,,,,,,,,,,6000,0,1000000
give,guha,0,verb,1,,,n,n,ha,haye,NOT APPLICABLE,NOT APPLICABLE,,,gave,given,,,,217,0,1000000
overcharge,guhenda,0,verb,1,,,gu,,henda,henze,,,,,overcharged,overcharged,,,,6000,1,1000000
be cheap,guhenduka,0,verb,1,,,gu,,henduka,hendutse,,,,,was cheap,been cheap,,,,6000,0,1000000
be overcharged,guhendwa,0,verb,1,,,gu,,hendwa,henzwe,,,,,was overcharged,been overcharged,,,,6000,1,1000000
disappear,guhera,0,verb,1,,,gu,,hera,heze,,,,,disappeared,disappeared,,,,6000,1,1000000
escort,guherekeza,0,verb,1,,,gu,,herekeza,herekeje,,,,,escorted,escorted,accompany,,,6000,1,1000000
be beside,guhererana,0,verb,1,,,gu,,hererana na,hereranye na,,,,,was beside,been beside,,,,6000,1,1000000
transmit,gukwirakwiza,0,verb,1,,,gu,,kwirakwiza,kwirakwije,,,,,transmitted,transmitted,,,,6000,1,1000000
empoverish,gukenesha,0,verb,1,,,gu,,kenesha,kenesheje,,,,,empoverished,empoverished,,,,6000,1,1000000
strive,guhihibikana,0,verb,1,,,gu,,hihibikana,hihibikanye,,,,,strove,striven,,,,6000,1,1000000
strive after,guhihibikanira,0,verb,1,,,gu,,hihibikanira,hihibikaniye,,,,,strove after,striven after,,,,6000,1,1000000
invent,guhimba,0,verb,1,,,gu,,himba,himbye,,,,,invented,invented,,,,6000,1,1000000
praise,guhimbaza,0,verb,1,,,gu,,himbaza,himbaje,,,,,praised,praised,,,,6000,1,1000000
seek,gushakisha,0,verb,1,,,gu,,shakisha,shakishije,,,,,sought,sought,,,,6000,1,1000000
be changed,guhinduka,0,verb,1,,,gu,,hinduka,hindutse,,,,,was changed,been changed,,,,6000,1,1000000
quest,gushakisha,0,verb,1,,,gu,,shakisha,shakishije,,,,,quested,quested,,,,6000,1,1000000
turn (?) around,guhindukiza,0,verb,1,,,gu,,hindukiza,hindukije,,,,,turned (?) around,turned (?) around,,,,6000,1,1000000
alter,guhindura,0,verb,1,,,gu,,hindura,hinduye,,,,,altered,altered,edit,,,6000,1,1000000
be changed,guhindurwa,0,verb,1,,,gu,,hindurwa,hinduwe,,,,,was changed,been changed,edit,,,6000,0,1000000
dig,gucukura,0,verb,1,,,gu,,cukura,cukuye,,,,,dug,dug,,,,6000,1,1000000
emerge,guhinguka,0,verb,1,,,gu,,hinguka,hingutse,,,,,emerged,emerged,arrive,,,6000,0,1000000
mention,guhingutsa,0,verb,1,,,gu,,hingutsa,hingukije,,,,,mentioned,mentioned,bring up,,,6000,1,1000000
educate,kurera,0,verb,1,,,ku,,rera,reze,,,,,educated,educated,bring up,,,6000,1,1000000
criticise,kunegura,0,verb,1,,,ku,,negura,neguye,,,,,criticised,criticised,,,,6000,1,1000000
invert,gucurika,0,verb,1,,,gu,,curika,curitse,,,,,inverted,inverted,,,,6000,1,1000000
be lucky,guhirwa,0,verb,1,,,gu,,hirwa,hiriwe,,,,,was lucky,been lucky,,,,6000,1,1000000
conceal,guhisha,0,verb,1,,,gu,,hisha,hishe,,,,,concealed,concealed,,,,6000,1,1000000
pass by,gutambuka,0,verb,1,,,gu,,tambuka,tambutse,,,,,passed by,passed by,,,,6000,1,1000000
select,guhitamo,0,verb,1,,,gu,,hitamo,hisemo,,,,,selected,selected,,,,6000,1,1000000
have diarrhoea,guhitwa,0,verb,1,,,gu,,hitwa,hiswe,,,,,had diarrhoea,had diarrhoea,,,,6000,0,1000000
embrace one another,guhoberana,0,verb,1,,,ku,,hoberana,hoberanye,,,,,embraced each other,embraced each other,,,,6000,1,1000000
cover,gutwikira,0,verb,1,,,ku,,twikira,twikiriye,,,,,covered,covered,,,,6000,1,1000000
glory,ikuzo :: amakuzo,0,noun,1,,,ri,ma,kuzo,,ikuzo,amakuzo,glory,glories,,,,,,217,0,1000000
translate,gusemura,0,verb,1,,,,,semura,semuye,,,,,,,,,,6000,0,1000000
"jungle,bush",igihuru :: ibihuru,0,noun,1,i,i,gi,bi,huru,huru,,,,,,,,,,6000,0,1000000
bush,igihuru :: ibihuru,0,noun,1,,,gi,bi,huru,,igihuru,ibihuru,bush,bushes,,,,,,217,0,1000000
garbage,ibishingwe :: ibishingwe,0,noun,1,i,i,bi,bi,shingwe,shingwe,,,,,,,,,,6000,0,1000000
conversation,ikiganiro :: ibiganiro,0,noun,1,i,i,ki,bi,ganiro,,ikiganiro,ibiganiro,conversation,conversations,,,talk,,,6000,0,1000000
translator,umusemuzi :: abasemuzi,0,noun,1,u,a,mu,ba,semuzi,semuzi,,,,,,,,,,6000,0,1000000
sponsor,umuterankunga :: abaterankunga,0,noun,1,u,a,mu,ba,terankunga,terankunga,,,,,,,,,,6000,0,1000000
collaboration,ubufatanye :: ubufatanye,0,noun,1,u,u,bu,bu,fatanye,fatanye,,,,,,,,,,6000,0,1000000
collaborator,umufatanyabikorwa :: abafatanyabikorwa,0,noun,1,u,a,mu,ba,fatanyabikorwa,fatanyabikorwa,,,,,,,,,,6000,0,1000000
volunteer,umukorerabushake :: abakorerabushake,0,noun,1,u,a,mu,ba,korerabushake,korerabushake,,,,,,,,,,6000,0,1000000
translation,ubusobanuro :: ubusobanuro,0,noun,1,u,u,bu,bu,sobanuro,sobanuro,,,,,,,,,,6000,0,1000000
message,ubutumwa :: ubutumwa,0,noun,1,u,u,bu,bu,tumwa,tumwa,,,,,,,,,,6000,0,1000000
count,kubara,0,verb,1,,,,,bara,naze,NOT APPLICABLE,NOT APPLICABLE,,,counted,counted,,,,6000,0,1000000
Christmas,Noheli,0,noun,1,,,n,n,,,,,,,,,,,,6000,1,1000000
Easter,Pasika,0,noun,1,,,n,n,,,,,,,,,,,,6000,1,1000000
clay pot,urwabya :: inzabya,0,noun,1,u,i,rw,n,abya,,urwabya,inzabya,clay pot,clay pots,,,,,,6000,0,1000000
appear suddenly,kwaduka,0,verb,1,,,,,aduka,adutse,NOT APPLICABLE,NOT APPLICABLE,,,appeared suddenly,appeared suddenly,,,,6000,0,1000000
something foreign,urwaduka :: inzaduka,0,noun,1,u,i,rw,n,aduka,,urwaduka,inzaduka,something foreign,something foreign,,,,,,6000,0,1000000
misfortune,akaga :: utwaga,0,noun,1,a,u,ka,tu,aga,,akaga,utwaga,misfortune,misfortune,,,danger,,,6000,0,1000000
harshness,umwaga :: imyaga,0,noun,1,u,i,mu,mi,aga,,umwaga,imyaga,harshness,harshness,,,"severity, harsh person",,,6000,0,1000000
harsh person,umunyamwaga :: abanyamwaga,0,noun,1,u,a,mu,ba,nyamwaga,,umunyamwaga,abanyamwaga,harsh person,harsh people,,,harshness,,,6000,0,1000000
sin,gucumura,0,verb,1,,,,,cumura,cumuye,NOT APPLICABLE,NOT APPLICABLE,,,sinned,sinned,crime,,,6000,0,1000000
little basket,akebo :: utwibo,0,noun,1,a,u,ka,tu,ibo,,akebo,utwibo,little basket,little baskets,,,,,,6000,0,1000000
armpit,ukwaha :: amaha,0,noun,1,u,a,kw,m,aha,,ukwaha,amaha,armpit,armpits,,,,,,6000,0,1000000
elsewhere,ahandi hantu,0,adverb,1,,,,,ahandi hantu,,NOT APPLICABLE,NOT APPLICABLE,,,,,somewhere else,,,6000,0,1000000
perhaps,ahari,0,adverb,1,,,,,ahari,,NOT APPLICABLE,NOT APPLICABLE,,,,,"maybe, probably",,,6000,0,1000000
however,ahubwo,0,adverb,1,,,,,ahubwo,,NOT APPLICABLE,NOT APPLICABLE,,,,,but,,,6000,0,1000000
divorce,kuahukana,0,verb,1,,,,,ahukana,ahukanye,NOT APPLICABLE,NOT APPLICABLE,,,divorced,divorced,"to leave mate, abandon your mate",,,6000,0,1000000
divorce temporarily,kwahukana,0,verb,1,,,,,ahukana,ahukanye,NOT APPLICABLE,NOT APPLICABLE,,,divorced remporarily,divorced temporarily,leave mate temporarily,,,6000,0,1000000
shine,kubengerana,0,verb,1,,,,,bengerana,bengeranye,NOT APPLICABLE,NOT APPLICABLE,,,shone,shone,"burn, glitter",,,6000,0,1000000
glimmer,kuyagiriza,0,verb,1,,,,,yagiriza,yagirije,NOT APPLICABLE,NOT APPLICABLE,,,glimmered,glimmered,shine,,,6000,0,1000000
accept,kwemera,0,verb,1,,,,,emera,emeye,NOT APPLICABLE,NOT APPLICABLE,,,accepted,accepted,"agree,consent",,,6000,0,1000000
forever,akaramata,0,adverb,1,,,,,akaramata,,NOT APPLICABLE,NOT APPLICABLE,,,,,eternally,,,6000,0,1000000
bad luck,umwaku :: imyaku,0,noun,1,u,i,mu,my,aku,,umwaku,imyaku,bad luck,bad luck,,,"bad fate, misfortune",,,6000,0,1000000
spread everywhere,kwamamara,0,verb,1,,,,,amamara,amamaye,NOT APPLICABLE,NOT APPLICABLE,,,spread everywhere,spread everywhere,become known,,,6000,0,1000000
make known,kwamamaza,0,verb,1,,,,,amamaza,amamaje,NOT APPLICABLE,NOT APPLICABLE,,,made known,made known,"publish, spread everywhere",,,6000,0,1000000
wear,kwambara,0,verb,1,,,,,ambara,ambaye,NOT APPLICABLE,NOT APPLICABLE,,,wore,worn,put on clothes,,,6000,0,1000000
port,icyambu :: ibyambu,0,noun,1,i,i,ki,bi,ambu,,icyambu,ibyambu,port,ports,,,,,,6000,0,1000000
cross,kwambuka,0,verb,1,,,,,ambuka,ambutse,NOT APPLICABLE,NOT APPLICABLE,,,crossed,crossed,to cross a body of water or land,,,6000,0,1000000
take clothes off,kwambura,0,verb,1,,,,,ambura,ambuye,NOT APPLICABLE,NOT APPLICABLE,,,took clothes off,taken clothes off,undress,,,6000,0,1000000
undress,kwambura,0,verb,1,,,,,ambura,ambuye,NOT APPLICABLE,NOT APPLICABLE,,,undressed,undressed,take clothes off,,,6000,0,1000000
thief,umwambuzi :: abambuzi,0,noun,1,u,a,mu,ba,ambuzi,,umwambuzi,abambuzi,thief,thieves,,,robber,,,6000,0,1000000
robber,umujura :: abajura,0,noun,1,,,mu,ba,jura,,umujura,abajura,robber,robbers,,,thief,,,6000,0,1000000
king,umwami :: abami,0,noun,1,u,a,mu,ba,ami,,umwami,abami,king,kings,,,lord,,,6000,0,1000000
lord,umutegetsi :: abategetsi,0,noun,1,,,mu,ba,tegetsi,,umutegetsi,abategetsi,lord,lord,,,master,,,6000,0,1000000
kingdom,ubwami :: ubwami,0,noun,1,u,u,bw,bu,ami,,ubwami,ubwami,kingdom,kingdoms,,,throne,,,6000,0,1000000
master,umutware :: abatware,0,noun,1,u,a,mu,ba,tware,,umutware,abatware,master,master,,,lord,,,6000,0,1000000
childhood,ubwana :: ubwana,0,noun,1,u,u,bw,bu,ana,,ubwana,ubwana,childhood,childhood,,,,,,6000,0,1000000
calf,inyana :: inyana,0,noun,1,i,i,n,n,nyana,,inyana,inyana,calf,calves,,,cow,,,6000,0,1000000
pineaple,inanasi :: inanasi,0,noun,1,i,i,n,n,nanasi,,inanasi,inanasi,pineaple,pineaples,,,,,,6000,0,1000000
writer,umwanditsi :: abanditsi,0,noun,1,u,a,mu,ba,anditsi,,umwanditsi,abanditsi,writer,writers,,,secretary,,,6000,0,1000000
dislike,kwanga,0,verb,1,,,,,anga,anze,NOT APPLICABLE,NOT APPLICABLE,,,disliked,disliked,hate,,,6000,0,1000000
resist,kwangira,0,verb,1,,,,,angira,angiye,NOT APPLICABLE,NOT APPLICABLE,,,resisted,resisted,to refuse to,,,6000,0,1000000
