id,nat,kin,prefix,root,modifier,en,context,pronunciation,voiceLink,closeSuggestions,verified,author
1096,not set,gusuzugura,gu,suzugura,#NAME?,"to disobey, defy",not set,not set,not set,NULL,0,1
1097,not set,gusuzuma,gu,suzuma,#NAME?,"to examine, scrutinize, test",not set,not set,not set,NULL,0,1
1098,not set,gusuzumwa,gu,suzumwa,#NAME?,"to be examined, scrutinized, tested",not set,not set,not set,NULL,0,1
1099,not set,guswera,gu,swera,#NAME?,to have sexual intercourse,not set,not set,not set,NULL,0,1
1100,not set,guswerwa,gu,swerwa,#NAME?,to have sexual intercourse,not set,not set,not set,NULL,0,1
1101,not set,gusya,gu,sya,seye,"to grind, crush, powder",not set,not set,not set,NULL,0,1
1102,not set,guta,gu,ta,taye,"to lose, leave behind, discard",not set,not set,not set,NULL,0,1
1103,not set,gutaba,gu,taba,#NAME?,to bury,not set,not set,not set,NULL,0,1
1104,not set,gutabara,gu,tabara,#NAME?,"to aid, assist, help",not set,not set,not set,NULL,0,1
1105,not set,gutabarwa,gu,tabarwa,#NAME?,"to be aided, assisted, helped",not set,not set,not set,NULL,0,1
1106,not set,kutabera,ku,tabera,#NAME?,"to be just, impartial",not set,not set,not set,NULL,0,1
1107,not set,kutabona,ku,tabona,#NAME?,"to not see, not find, not get",not set,not set,not set,NULL,0,1
1108,not set,gutabuka,gu,tabuka,#NAME?,"to tear, be torn",not set,not set,not set,NULL,0,1
1109,not set,gutabwa,gu,tabwa,#NAME?,to be buried,not set,not set,not set,NULL,0,1
1110,not set,gutagaguza,gu,tagaguza,#NAME?,"to waste, be careless",not set,not set,not set,NULL,0,1
1111,not set,kutagira,ku,tagira,#NAME?,to not have,not set,not set,not set,NULL,0,1
1112,not set,gutaha,gu,taha,#NAME?,"to go home, be next",not set,not set,not set,NULL,0,1
1113,not set,gutaka,gu,taka,#NAME?,"to yelp, cry out, howl, shriek",not set,not set,not set,NULL,0,1
1114,not set,gutamba,gu,tamba,#NAME?,to sacrifice,not set,not set,not set,NULL,0,1
1115,not set,gutambika,gu,tambika,#NAME?,"to place across, span",not set,not set,not set,NULL,0,1
1116,not set,gutambuka,gu,tambuka,#NAME?,"to step, advance, move on",not set,not set,not set,NULL,0,1
1117,not set,gutambutsa,gu,tambutsa,#NAME?,to surpass in,not set,not set,not set,NULL,0,1
1118,not set,gutambwa,gu,tambwa,#NAME?,to be sacrificed,not set,not set,not set,NULL,0,1
1119,not set,kutamenya,ku,tamenya,#NAME?,to not know,not set,not set,not set,NULL,0,1
1120,not set,gutana,gu,tana,#NAME?,"to divorce, separate, leave each other",not set,not set,not set,NULL,0,1
1121,not set,gutanana,gu,tanana,#NAME?,"to be dispersed, scattered (people or animals)",not set,not set,not set,NULL,0,1
1122,not set,gutandukana,gu,tandukana,#NAME?,"to separate, divorce",not set,not set,not set,NULL,0,1
1123,not set,gutandukanya,gu,tandukanya,#NAME?,"to differ, be different, separated, divorced, split",not set,not set,not set,NULL,0,1
1124,not set,gutanga,gu,tanga,#NAME?,"to give, offer, allocate",not set,not set,not set,NULL,0,1
1125,not set,gutangara,gu,tangara,#NAME?,"to marvel, wonder, be astonished",not set,not set,not set,NULL,0,1
1126,not set,gutangatanga,gu,tangatanga,#NAME?,"to encircle, surround",not set,not set,not set,NULL,0,1
1127,not set,gutangaza,gu,tangaza,#NAME?,"to announce, publish",not set,not set,not set,NULL,0,1
1128,not set,gutangazwa,gu,tangazwa,#NAME?,"to be amazed, astonished, announced, published",not set,not set,not set,NULL,0,1
1129,not set,gutangira,gu,tangira,#NAME?,"to begin, start",not set,not set,not set,NULL,0,1
1130,not set,gutangiza,gu,tangiza,#NAME?,"to initiate, start something, cause to begin",not set,not set,not set,NULL,0,1
1131,not set,gutangwa,gu,tangwa,#NAME?,"to be given, offered, allocated",not set,not set,not set,NULL,0,1
1132,not set,gutanya,gu,tanya,#NAME?,to separate,not set,not set,not set,NULL,0,1
1133,not set,gutanyaguza,gu,tanyaguza,#NAME?,"to tear up, rip up",not set,not set,not set,NULL,0,1
1134,not set,gutashya,gu,tashya,#NAME?,"to greet, send greetings",not set,not set,not set,NULL,0,1
1135,not set,gutata,gu,tata,#NAME?,to spy,not set,not set,not set,NULL,0,1
1136,not set,kutava,ku,tava,#NAME?,"to be stubborn, obstinate, firm, adamant",not set,not set,not set,NULL,0,1
1137,not set,gutebeza,gu,tebeza,#NAME?,to tuck in (e.g. shirt),not set,not set,not set,NULL,0,1
1138,not set,gutega,gu,tega,#NAME?,"to set trap, trip up, wait for",not set,not set,not set,NULL,0,1
1139,not set,gutega amashyi,gu,tega amashyi,#NAME?,to hold out hands,not set,not set,not set,NULL,0,1
1140,not set,gutega amatwi,gu,tega amatwi,#NAME?,to listen well,not set,not set,not set,NULL,0,1
1141,not set,gutega urugori,gu,tega urugori,#NAME?,to decorate one's hair,not set,not set,not set,NULL,0,1
1142,not set,guteganya,gu,teganya,#NAME?,"to prepare, plan",not set,not set,not set,NULL,0,1
1143,not set,gutegeka,gu,tegeka,#NAME?,"to command, rule, reign",not set,not set,not set,NULL,0,1
1144,not set,gutegereza,gu,tegereza,#NAME?,to wait for someone,not set,not set,not set,NULL,0,1
1145,not set,gutegura,gu,tegura,#NAME?,"to prepare, plan, arrange, configure",not set,not set,not set,NULL,0,1
1146,not set,guteka,gu,teka,#NAME?,to cook,not set,not set,not set,NULL,0,1
1147,not set,gutekerereza,gu,tekerereza,#NAME?,to recount to,not set,not set,not set,NULL,0,1
1148,not set,gutekereza,gu,tekereza,#NAME?,to think about,not set,not set,not set,NULL,0,1
1149,not set,guterefona,gu,terefona,#NAME?,"to telephone, call",not set,not set,not set,NULL,0,1
1150,not set,gutema,gu,tema,#NAME?,to cut using knife or machete,not set,not set,not set,NULL,0,1
1151,not set,gutemba,gu,temba,#NAME?,to flow (as liquid),not set,not set,not set,NULL,0,1
1152,not set,gutembera,gu,tembera,#NAME?,"to go about, walk about, circulate",not set,not set,not set,NULL,0,1
1153,not set,gutera,gu,tera,#NAME?,"to plant, lay (eggs)",not set,not set,not set,NULL,0,1
1154,not set,gutera urushinge,gu,tera urushinge,#NAME?,to inject,not set,not set,not set,NULL,0,1
1155,not set,guterana,gu,terana,#NAME?,"to gather, come together",not set,not set,not set,NULL,0,1
1156,not set,guteranya,gu,teranya,#NAME?,"to combine, merge, add to",not set,not set,not set,NULL,0,1
1157,not set,gutereka,gu,tereka,#NAME?,"to place, put something",not set,not set,not set,NULL,0,1
1158,not set,gutereka amata,gu,tereka amata,#NAME?,to put milk somewhere where it will become {ikivuguto},not set,not set,not set,NULL,0,1
1159,not set,guterekwa,gu,terekwa,#NAME?,"to be placed, put somewhere",not set,not set,not set,NULL,0,1
1160,not set,guterera,gu,terera,#NAME?,to throw at,not set,not set,not set,NULL,0,1
1161,not set,gutererana,gu,tererana,#NAME?,to abandon,not set,not set,not set,NULL,0,1
1162,not set,gutereranwa,gu,tereranwa,#NAME?,to be abandoned,not set,not set,not set,NULL,0,1
1163,not set,gutererwa,gu,tererwa,#NAME?,to be thrown at,not set,not set,not set,NULL,0,1
1164,not set,guterura,gu,terura,#NAME?,"to raise, lift up something",not set,not set,not set,NULL,0,1
1165,not set,guterurwa,gu,terurwa,#NAME?,"to be raised, lifted up something",not set,not set,not set,NULL,0,1
1166,not set,guterwa,gu,terwa,#NAME?,"to be planted, laid (eggs)",not set,not set,not set,NULL,0,1
1167,not set,guteta,gu,teta,#NAME?,"to dote, show excessive affection",not set,not set,not set,NULL,0,1
1168,not set,gutetesha,gu,tetesha,#NAME?,to spoil (a person),not set,not set,not set,NULL,0,1
1169,not set,guteteshwa,gu,teteshwa,#NAME?,to be spoiled (a person),not set,not set,not set,NULL,0,1
1170,not set,gutezuka,gu,tezuka,#NAME?,to do something illegal or forbidden,not set,not set,not set,NULL,0,1
1171,not set,gutiga,gu,tiga,#NAME?,"to be dull, blunt, not sharp",not set,not set,not set,NULL,0,1
1172,not set,gutigisa,gu,tigisa,#NAME?,to shake something,not set,not set,not set,NULL,0,1
1173,not set,gutigita,gu,tigita,#NAME?,to be shaken,not set,not set,not set,NULL,0,1
1174,not set,gutinda,gu,tinda,#NAME?,to delay,not set,not set,not set,NULL,0,1
1175,not set,gutindaganya,gu,tindaganya,#NAME?,"to hesitate, be slow",not set,not set,not set,NULL,0,1
1176,not set,gutinga,gu,tinga,#NAME?,to commit homosexual acts,not set,not set,not set,NULL,0,1
1177,not set,gutinya,gu,tinya,#NAME?,"to be afraid, scared",not set,not set,not set,NULL,0,1
1178,not set,gutinyuka,gu,tinyuka,#NAME?,"to dare, be fearless, brave",not set,not set,not set,NULL,0,1
1179,not set,gutira,gu,tira,#NAME?,to borrow something,not set,not set,not set,NULL,0,1
1180,not set,gutirimuka,gu,tirimuka,#NAME?,to leave secretly,not set,not set,not set,NULL,0,1
1181,not set,gutiza,gu,tiza,#NAME?,to lend something to someone,not set,not set,not set,NULL,0,1
1182,not set,gutoba,gu,toba,#NAME?,"to disturb, trouble",not set,not set,not set,NULL,0,1
1183,not set,gutobora,gu,tobora,#NAME?,"to pierce, make hole in",not set,not set,not set,NULL,0,1
1184,not set,gutoha,gu,toha,#NAME?,to get wet,not set,not set,not set,NULL,0,1
1185,not set,gutona,gu,tona,#NAME?,to be favourite,not set,not set,not set,NULL,0,1
1186,not set,gutonda,gu,tonda,#NAME?,to queue,not set,not set,not set,NULL,0,1
1187,not set,gutondagura,gu,tondagura,#NAME?,to conjugate,not set,not set,not set,NULL,0,1
1188,not set,gutondekanya,gu,tondekanya,#NAME?,to align,not set,not set,not set,NULL,0,1
1189,not set,gutongana,gu,tongana,#NAME?,"to quarrel, argue",not set,not set,not set,NULL,0,1
1190,not set,gutonganya,gu,tonganya,#NAME?,"to scold, rebuke",not set,not set,not set,NULL,0,1
1191,not set,kutongera,ku,tongera,#NAME?,"to not add, not repeat",not set,not set,not set,NULL,0,1
1192,not set,gutonora,gu,tonora,#NAME?,"to shell, peel (with fingers)",not set,not set,not set,NULL,0,1
1193,not set,gutonyanga,gu,tonyanga,#NAME?,"to drip, fine rain, drizzle",not set,not set,not set,NULL,0,1
1194,not set,gutora,gu,tora,#NAME?,"to choose, vote, elect, pick, select",not set,not set,not set,NULL,0,1
1195,not set,gutoragura,gu,toragura,#NAME?,"to choose from a group, pick up here and there",not set,not set,not set,NULL,0,1
1196,not set,gutoranya,gu,toranya,#NAME?,"to choose from a group, pick out",not set,not set,not set,NULL,0,1
1197,not set,gutorwa,gu,torwa,#NAME?,"to be chosen, elected",not set,not set,not set,NULL,0,1
1198,not set,gutoteza,gu,toteza,#NAME?,to persecute,not set,not set,not set,NULL,0,1
1199,not set,gutoza,gu,toza,#NAME?,"to train, coach",not set,not set,not set,NULL,0,1
1200,not set,gutsemba,gu,tsemba,#NAME?,"to destroy, exterminate",not set,not set,not set,NULL,0,1
1201,not set,gutsika,gu,tsika,#NAME?,"to stop, tie up or moor boat",not set,not set,not set,NULL,0,1
1202,not set,gutsinda,gu,tsinda,#NAME?,"to win, beat, overcome, defeat, pass, succeed",not set,not set,not set,NULL,0,1
1203,not set,gutsindishiriza,gu,tsindishiriza,#NAME?,to justify,not set,not set,not set,NULL,0,1
1204,not set,gutsindishirizwa,gu,tsindishirizwa,#NAME?,to be justified,not set,not set,not set,NULL,0,1
1205,not set,gutsindwa,gu,tsindwa,#NAME?,"to fail, be beaten",not set,not set,not set,NULL,0,1
1206,not set,gutsirita,gu,tsirita,#NAME?,"to rub hard, polish",not set,not set,not set,NULL,0,1
1207,not set,gutsuka,gu,tsuka,#NAME?,to slide down hill on piece of banana trunk,not set,not set,not set,NULL,0,1
1208,not set,gutsura,gu,tsura,#NAME?,"to move something down, push for, strive for",not set,not set,not set,NULL,0,1
1209,not set,gutubura,gu,tubura,#NAME?,"to increase, multiply something",not set,not set,not set,NULL,0,1
1210,not set,gutuga,gu,tuga,#NAME?,to bribe,not set,not set,not set,NULL,0,1
1211,not set,gutuka,gu,tuka,#NAME?,"to abuse verbally, slander, insult",not set,not set,not set,NULL,0,1
1212,not set,gutukura,gu,tukura,#NAME?,to be red,not set,not set,not set,NULL,0,1
1213,not set,gutuma,gu,tuma,#NAME?,"to send, cause, be reason for",not set,not set,not set,NULL,0,1
1214,not set,gutumbika,gu,tumbika,#NAME?,to soak,not set,not set,not set,NULL,0,1
1215,not set,gutumbira,gu,tumbira,#NAME?,"to stare, look at intently",not set,not set,not set,NULL,0,1
1216,not set,gutumburuka,gu,tumburuka,#NAME?,to elevate,not set,not set,not set,NULL,0,1
1217,not set,gutumira,gu,tumira,#NAME?,to invite,not set,not set,not set,NULL,0,1
1218,not set,gutumiza,gu,tumiza,#NAME?,to order,not set,not set,not set,NULL,0,1
1219,not set,kutumvira,ku,tumvira,#NAME?,to disobey,not set,not set,not set,NULL,0,1
1220,not set,gutunga,gu,tunga,#NAME?,"to possess, own",not set,not set,not set,NULL,0,1
1221,not set,gutungana,gu,tungana,#NAME?,to be perfect,not set,not set,not set,NULL,0,1
1222,not set,gutunganya,gu,tunganya,#NAME?,"to clean up, organise, perfect",not set,not set,not set,NULL,0,1
1223,not set,gutunguka,gu,tunguka,#NAME?,to appear suddenly,not set,not set,not set,NULL,0,1
1224,not set,gutungura,gu,tungura,#NAME?,to surprise,not set,not set,not set,NULL,0,1
1225,not set,gutungurwa,gu,tungurwa,#NAME?,to be surprised,not set,not set,not set,NULL,0,1
1226,not set,gutura,gu,tura,#NAME?,"to live at, dwell in, reside, inhabit",not set,not set,not set,NULL,0,1
1227,not set,guturama,gu,turama,#NAME?,to lie in wait to steal or harm,not set,not set,not set,NULL,0,1
1228,not set,guturana,gu,turana,#NAME?,to be neighbours,not set,not set,not set,NULL,0,1
1229,not set,guturanya,gu,turanya,#NAME?,to be made neighbours,not set,not set,not set,NULL,0,1
1230,not set,guturika,gu,turika,#NAME?,to be burst,not set,not set,not set,NULL,0,1
1231,not set,guturisha,gu,turisha,#NAME?,"to silence, make quiet",not set,not set,not set,NULL,0,1
1232,not set,guturitsa,gu,turitsa,#NAME?,to burst something,not set,not set,not set,NULL,0,1
1233,not set,guturuka,gu,turuka,#NAME?,"to come from, originate from",not set,not set,not set,NULL,0,1
1234,not set,guturwa,gu,turwa,#NAME?,"to be occupied, inhabited, lived in",not set,not set,not set,NULL,0,1
1235,not set,gutuza,gu,tuza,#NAME?,"to be silent, quiet, peaceful",not set,not set,not set,NULL,0,1
1236,not set,gutwama,gu,twama,#NAME?,"to silence, make quiet",not set,not set,not set,NULL,0,1
1237,not set,gutwara,gu,twara,#NAME?,"to drive, ride, take, carry, lead; to take (as in time)",not set,not set,not set,NULL,0,1
1238,not set,gutwika,gu,twika,#NAME?,to burn,not set,not set,not set,NULL,0,1
1239,not set,gutwikira,gu,twikira,#NAME?,to cover,not set,not set,not set,NULL,0,1
1240,not set,gutwikirwa,gu,twikirwa,#NAME?,to be covered,not set,not set,not set,NULL,0,1
1241,not set,gutwita,gu,twita,#NAME?,to be pregnant,not set,not set,not set,NULL,0,1
1242,not set,gutyara,gu,tyara,#NAME?,to be sharp,not set,not set,not set,NULL,0,1
1243,not set,kubaha,k,ubaha,#NAME?,"to honour, respect, revere, obey",not set,not set,not set,NULL,0,1
1244,not set,kubahuka,k,ubahuka,#NAME?,"to disrespect, not honour",not set,not set,not set,NULL,0,1
1245,not set,kubaka,k,ubaka,#NAME?,"to build, make a family",not set,not set,not set,NULL,0,1
1246,not set,kubama,k,ubama,#NAME?,"to bend over, stoop down",not set,not set,not set,NULL,0,1
1247,not set,kubika inda,k,ubika inda,#NAME?,to lie on one's stomach,not set,not set,not set,NULL,0,1
1248,not set,kubikira,k,ubikira,#NAME?,to lie in ambush,not set,not set,not set,NULL,0,1
1249,not set,kubura amaso,k,ubura amaso,#NAME?,to look up,not set,not set,not set,NULL,0,1
1250,not set,kugama,k,ugama,#NAME?,to shelter (from rain or sun),not set,not set,not set,NULL,0,1
1251,not set,kuhagira,k,uhagira,#NAME?,to bathe someone or something,not set,not set,not set,NULL,0,1
1252,not set,kuma,k,uma,#NAME?,to be dry,not set,not set,not set,NULL,0,1
1253,not set,kumiza,k,umiza,#NAME?,"to astonish, astound",not set,not set,not set,NULL,0,1
1254,not set,kumva,k,umva,#NAME?,"to hear, listen, understand, feel",not set,not set,not set,NULL,0,1
1255,not set,kumvikana,k,umvikana,#NAME?,"to agree, understand each other",not set,not set,not set,NULL,0,1
1256,not set,kumvira,k,umvira,#NAME?,to obey,not set,not set,not set,NULL,0,1
1257,not set,kumviriza,k,umviriza,#NAME?,to eavesdrop,not set,not set,not set,NULL,0,1
1258,not set,kumvwa,k,umvwa,#NAME?,"to be heard, understood, felt",not set,not set,not set,NULL,0,1
1259,not set,kunama,k,unama,#NAME?,"to bow, bend over",not set,not set,not set,NULL,0,1
1260,not set,kunga,k,unga,#NAME?,"to join, connect, reconcile, mediate",not set,not set,not set,NULL,0,1
1261,not set,kunguka,k,unguka,#NAME?,"to gain, profit",not set,not set,not set,NULL,0,1
1262,not set,kungura,k,ungura,#NAME?,"to cause to gain, make profitable",not set,not set,not set,NULL,0,1
1263,not set,kururuka,k,ururuka,#NAME?,"to descend, climb down",not set,not set,not set,NULL,0,1
1264,not set,kuzura,k,uzura,#NAME?,"to be full, complete, finished",not set,not set,not set,NULL,0,1
1265,not set,kuzuza,k,uzuza,ujuje,to fill,not set,not set,not set,NULL,0,1
1266,not set,kuva,ku,va,#NAME?,to come from,not set,not set,not set,NULL,0,1
1267,not set,kuvana,ku,vana,#NAME?,"to come with, take from",not set,not set,not set,NULL,0,1
1268,not set,kuvanga,ku,vanga,#NAME?,"to mix, stir",not set,not set,not set,NULL,0,1
1269,not set,kuvangura,ku,vangura,#NAME?,to separate,not set,not set,not set,NULL,0,1
1270,not set,kuvoma,ku,voma,#NAME?,to fetch water,not set,not set,not set,NULL,0,1
1271,not set,kuvuga,ku,vuga,#NAME?,"to speak about, say, talk",not set,not set,not set,NULL,0,1
1272,not set,kuvugama,ku,vugama,#NAME?,to row (boat),not set,not set,not set,NULL,0,1
1273,not set,kuvugana,ku,vugana,#NAME?,to speak or talk with,not set,not set,not set,NULL,0,1
1274,not set,kuvugisha,ku,vugisha,#NAME?,"to speak to, talk to",not set,not set,not set,NULL,0,1
1275,not set,kuvugishwa,ku,vugishwa,#NAME?,"to be spoken to, talked to",not set,not set,not set,NULL,0,1
1276,not set,kuvugurura,ku,vugurura,#NAME?,"to renew, revive, repair",not set,not set,not set,NULL,0,1
1277,not set,kuvuguruza,ku,vuguruza,#NAME?,"to contradict, disagree",not set,not set,not set,NULL,0,1
1278,not set,kuvugwa,ku,vugwa,#NAME?,"to be spoken about, talked about",not set,not set,not set,NULL,0,1
1279,not set,kuvuka,ku,vuka,#NAME?,to be born,not set,not set,not set,NULL,0,1
1280,not set,kuvukana,ku,vukana,#NAME?,to be born together,not set,not set,not set,NULL,0,1
1281,not set,kuvuma,ku,vuma,#NAME?,to curse,not set,not set,not set,NULL,0,1
1282,not set,kuvumba,ku,vumba,#NAME?,to take food or drink when not invited to a party,not set,not set,not set,NULL,0,1
1283,not set,kuvumbura,ku,vumbura,#NAME?,to discover,not set,not set,not set,NULL,0,1
1284,not set,kuvuna,ku,vuna,#NAME?,"to break, snap",not set,not set,not set,NULL,0,1
1285,not set,kuvunagura,ku,vunagura,#NAME?,"to break something into pieces, smash",not set,not set,not set,NULL,0,1
1286,not set,kuvundereza,ku,vundereza,#NAME?,to spit on,not set,not set,not set,NULL,0,1
1287,not set,kuvunika,ku,vunika,#NAME?,"to break, be broken",not set,not set,not set,NULL,0,1
1288,not set,kuvunikira,ku,vunikira,#NAME?,to break somewhere,not set,not set,not set,NULL,0,1
1289,not set,kuvunja,ku,vunja,#NAME?,"to change money, exchange",not set,not set,not set,NULL,0,1
1290,not set,kuvunwa,ku,vunwa,#NAME?,to be broken by,not set,not set,not set,NULL,0,1
1291,not set,kuvunura,ku,vunura,#NAME?,to translate,not set,not set,not set,NULL,0,1
1292,not set,kuvunurwa,ku,vunurwa,#NAME?,to be translated,not set,not set,not set,NULL,0,1
1293,not set,kuvura,ku,vura,#NAME?,to treat a sick person,not set,not set,not set,NULL,0,1
1294,not set,kuvuruga,ku,vuruga,#NAME?,"to beat, whip (milk, eggs, etc)",not set,not set,not set,NULL,0,1
1295,not set,kuvutsa,ku,vutsa,#NAME?,"to cause to lose, hinder from getting",not set,not set,not set,NULL,0,1
1296,not set,kuvuza,ku,vuza,#NAME?,to knock down with,not set,not set,not set,NULL,0,1
1297,not set,kuyabangira ingata,ku,yabangira ingata,#NAME?,"to run fast, evade",not set,not set,not set,NULL,0,1
1298,not set,kuyaga,ku,yaga,#NAME?,"to melt, be melted",not set,not set,not set,NULL,0,1
1299,not set,kuyaza,ku,yaza,#NAME?,to cause to melt,not set,not set,not set,NULL,0,1
1300,not set,kuyoba,ku,yoba,#NAME?,"to lose one's way, err, stray",not set,not set,not set,NULL,0,1
1301,not set,kuyobera,ku,yobera,#NAME?,"to perplex, confuse, dumbfound",not set,not set,not set,NULL,0,1
1302,not set,kuyoberwa,ku,yoberwa,#NAME?,"to be perplexed, mistaken, confused",not set,not set,not set,NULL,0,1
1303,not set,kuyoboka,ku,yoboka,#NAME?,to be lead,not set,not set,not set,NULL,0,1
1304,not set,kuyobora,ku,yobora,#NAME?,to lead,not set,not set,not set,NULL,0,1
1305,not set,kuyoboza,ku,yoboza,#NAME?,to ask directions,not set,not set,not set,NULL,0,1
1306,not set,kuza,ku,za,#NAME?,to come to,not set,not set,not set,NULL,0,1
1307,not set,kuzamuka,ku,zamuka,#NAME?,"to climb, ascend, go up",not set,not set,not set,NULL,0,1
1308,not set,kuzamura,ku,zamura,#NAME?,"to lift up, raise",not set,not set,not set,NULL,0,1
1309,not set,kuzana,ku,zana,#NAME?,"to come with, bring",not set,not set,not set,NULL,0,1
1310,not set,kuzanira,ku,zanira,#NAME?,to bring for,not set,not set,not set,NULL,0,1
1311,not set,kuzengera,ku,zengera,#NAME?,to make dizzy,not set,not set,not set,NULL,0,1
1312,not set,kuzengererwa,ku,zengererwa,#NAME?,to be dizzy,not set,not set,not set,NULL,0,1
1313,not set,kuzerera,ku,zerera,#NAME?,"to wander about, walk about aimlessly",not set,not set,not set,NULL,0,1
1314,not set,kuzeyutsa,ku,zeyutsa,#NAME?,to disappoint,not set,not set,not set,NULL,0,1
1315,not set,kuzibuka,ku,zibuka,#NAME?,to become opened,not set,not set,not set,NULL,0,1
1316,not set,kuzibura,ku,zibura,#NAME?,to open,not set,not set,not set,NULL,0,1
1317,not set,kuzigama,ku,zigama,#NAME?,to save (as money),not set,not set,not set,NULL,0,1
1318,not set,kuzima,ku,zima,#NAME?,"to be extinguished, go out",not set,not set,not set,NULL,0,1
1319,not set,kuzimana,ku,zimana,#NAME?,"to make feast, serve meal",not set,not set,not set,NULL,0,1
1320,not set,kuzimira,ku,zimira,#NAME?,"to go astray, lose the way, become lost",not set,not set,not set,NULL,0,1
1321,not set,kuzimya,ku,zimya,#NAME?,"to switch off, extinguish",not set,not set,not set,NULL,0,1
1322,not set,kuzinduka,ku,zinduka,#NAME?,to get up early,not set,not set,not set,NULL,0,1
1323,not set,kuzinga,ku,zinga,#NAME?,"to fold, roll up, crumple",not set,not set,not set,NULL,0,1
1324,not set,kuzinukwa,ku,zinukwa,#NAME?,"to cease to love, abandon",not set,not set,not set,NULL,0,1
1325,not set,kuzira,ku,zira,#NAME?,"to be forbidden, be taboo, oppose, exclude",not set,not set,not set,NULL,0,1
1326,not set,kuzirika,ku,zirika,#NAME?,to tie animal to post,not set,not set,not set,NULL,0,1
1327,not set,kuzirikana,ku,zirikana,#NAME?,"to consider, think on, ponder, meditate",not set,not set,not set,NULL,0,1
1328,not set,kuziririza,ku,ziririza,jiririje,to observe,not set,not set,not set,NULL,0,1
1329,not set,kuzitira,ku,zitira,#NAME?,to plant hedge,not set,not set,not set,NULL,0,1
1330,not set,kuzitura,ku,zitura,#NAME?,to untie animal,not set,not set,not set,NULL,0,1
1331,not set,kuziza,ku,ziza,#NAME?,"to blame, reproach",not set,not set,not set,NULL,0,1
1332,not set,kuzuka,ku,zuka,#NAME?,"to arise from the dead, be resurrected",not set,not set,not set,NULL,0,1
1333,not set,kuzunguza,ku,zunguza,#NAME?,to shake one's head,not set,not set,not set,NULL,0,1
